 ,0
382,True
383,True
384,False
385,True
386,True
387,True
388,True
389,False
390,False
391,False
392,True
393,True
394,False
395,False
396,False
397,False
398,False
399,False
400,False
401,False
402,True
403,True
404,False
405,False
406,True
407,False
408,True
409,False
410,True
411,False
412,False
413,True
414,True
415,True
416,True
417,False
418,False
419,False
420,True
421,True
422,False
423,True
424,False
425,True
426,False
427,True
428,False
429,True
430,False
431,True
432,False
433,False
434,True
435,True
436,True
437,True
438,True
439,True
440,False
441,True
442,True
443,True
444,False
445,True
446,False
447,True
448,True
449,False
450,True
451,False
452,True
453,True
454,True
455,False
456,True
457,False
458,True
459,False
460,True
461,False
462,True
463,False
464,False
465,False
466,False
467,True
468,False
469,True
470,True
471,True
472,True
473,False
474,True
475,True
476,True
477,True
478,True
479,False
480,False
481,True
482,True
483,True
484,False
485,False
486,True
487,False
488,False
489,True
490,True
491,False
492,False
493,False
494,True
495,True
496,False
497,True
498,True
499,False
500,False
501,False
502,False
503,False
504,True
505,False
506,False
507,False
508,True
509,True
510,False
511,True
512,True
513,False
514,True
515,True
516,True
517,False
518,True
519,True
520,True
521,False
522,True
523,False
524,True
525,True
526,False
527,False
528,True
529,True
530,True
531,False
532,True
533,True
534,False
535,False
536,False
537,False
538,True
539,True
540,False
541,True
542,True
543,True
544,False
545,True
546,True
547,False
548,False
549,True
550,False
551,False
552,True
553,True
554,False
555,True
556,False
557,True
558,False
559,False
560,True
561,True
562,True
563,True
564,False
565,False
566,False
567,False
568,False
569,False
570,True
571,False
572,False
573,False
574,False
575,False
576,True
577,False
578,True
579,False
580,True
581,False
582,True
583,True
584,False
585,True
586,True
587,True
588,True
589,False
590,False
591,False
592,True
593,False
594,False
595,True
596,True
597,False
598,True
599,True
600,True
601,False
602,True
603,False
604,False
605,False
606,True
607,True
608,True
609,False
610,False
611,True
612,False
613,False
614,True
615,True
616,False
617,True
618,True
619,True
620,False
621,True
622,False
623,True
624,False
625,False
626,False
627,True
628,True
629,False
630,True
631,True
632,True
633,False
634,False
635,False
636,False
637,True
638,True
639,False
640,True
641,True
642,False
643,True
644,False
645,False
646,True
647,True
648,True
649,False
650,False
651,False
652,True
653,False
654,True
655,False
656,False
657,False
658,False
659,False
660,False
661,False
662,True
663,False
664,False
665,False
666,False
667,False
668,True
669,False
670,False
671,True
672,False
673,True
674,False
675,True
676,False
677,True
678,False
679,False
680,True
681,True
682,False
683,True
684,True
685,False
686,False
687,True
688,True
689,True
690,False
691,True
692,False
693,False
694,False
695,True
696,False
697,False
698,True
699,False
700,True
701,False
702,False
703,True
704,True
705,False
706,False
707,False
708,False
709,False
710,True
711,True
712,True
713,True
714,False
715,False
716,False
717,True
718,False
719,False
720,False
721,False
722,True
723,False
724,True
725,False
726,True
727,True
728,True
729,True
730,True
731,True
732,False
733,True
734,True
735,False
736,False
737,False
738,False
739,False
740,True
741,True
742,True
743,False
744,False
745,False
746,False
747,False
748,False
749,True
750,False
751,False
752,True
753,False
754,False
755,False
756,False
757,True
758,True
759,False
760,True
761,True
762,True
763,False
764,False
765,False
766,True
767,False
768,False
769,False
770,False
771,True
772,False
773,True
774,False
775,False
776,False
777,False
778,False
779,False
780,False
781,False
782,False
783,True
784,False
785,True
786,True
787,True
788,False
789,False
790,False
791,True
792,True
793,True
794,False
795,False
796,False
797,True
798,True
799,True
800,False
801,False
802,False
803,False
804,False
805,True
806,True
807,False
808,True
809,True
810,True
811,False
812,False
813,False
814,False
815,False
816,False
817,False
818,False
819,True
820,False
821,False
822,True
823,False
824,False
825,False
826,False
827,True
828,True
829,True
830,False
831,True
832,True
833,False
834,True
835,False
836,False
837,True
838,False
839,True
840,False
841,True
842,True
843,True
844,False
845,True
846,False
847,True
848,True
849,True
850,True
851,True
852,False
853,False
854,False
855,False
856,True
857,False
858,True
859,True
860,False
861,True
862,False
863,True
864,False
865,False
866,False
867,True
868,True
869,True
870,False
871,False
872,False
873,False
874,False
875,False
876,False
877,False
878,True
879,True
880,False
881,True
882,True
883,False
884,False
885,True
886,True
887,True
888,True
889,False
890,True
891,False
892,True
893,False
894,True
895,True
896,False
897,True
898,False
899,True
900,False
901,True
902,True
903,True
904,False
905,False
906,True
907,True
908,True
909,False
910,True
911,False
912,True
913,True
914,True
915,True
916,True
917,False
918,False
919,False
920,False
921,True
922,True
923,False
924,False
925,False
926,True
927,False
928,True
929,False
930,False
931,True
932,False
933,True
934,False
935,True
936,True
937,True
938,False
939,False
940,True
941,True
942,False
943,False
944,False
945,True
946,True
947,True
948,True
949,False
950,True
951,True
952,False
953,True
954,True
955,True
956,True
957,True
958,False
959,True
960,True
961,False
962,True
963,False
964,True
965,True
966,True
967,True
968,True
969,True
970,True
971,True
972,True
973,False
974,True
975,False
976,False
977,True
978,False
979,True
980,False
981,True
982,True
983,False
984,True
985,False
986,False
987,False
988,True
989,False
990,False
991,False
992,True
993,False
994,True
995,True
996,True
997,False
998,True
999,True
1000,True
1001,False
1002,False
1003,False
1004,False
1005,False
1006,False
1007,True
1008,True
1009,True
1010,True
1011,False
1012,True
1013,False
1014,True
1015,False
1016,False
1017,False
1018,True
1019,False
1020,True
1021,True
1022,False
1023,False
1024,True
1025,True
1026,True
1027,False
1028,False
1029,True
1030,True
1031,True
1032,True
1033,False
1034,True
1035,True
1036,True
1037,False
1038,True
1039,False
1040,True
1041,False
1042,False
1043,True
1044,True
1045,True
1046,False
1047,True
1048,True
1049,True
1050,False
1051,False
1052,True
1053,True
1054,False
1055,False
1056,True
1057,False
1058,False
1059,False
1060,False
1061,False
1062,True
1063,False
1064,True
1065,False
1066,False
1067,True
1068,False
1069,False
1070,False
1071,False
1072,False
1073,False
1074,False
1075,False
1076,False
1077,False
1078,True
1079,True
1080,False
1081,False
1082,True
1083,True
1084,False
1085,True
1086,True
1087,True
1088,False
1089,False
1090,False
1091,True
1092,True
1093,True
1094,True
1095,True
1096,True
1097,True
1098,True
1099,True
1100,True
1101,False
1102,True
1103,True
1104,True
1105,True
1106,True
1107,False
1108,True
1109,True
1110,False
1111,True
1112,False
1113,False
1114,True
1115,False
1116,False
1117,False
1118,False
1119,False
1120,True
1121,True
1122,True
1123,False
1124,True
1125,True
1126,False
1127,False
1128,True
1129,False
1130,True
1131,False
1132,False
1133,False
1134,False
1135,False
1136,False
1137,False
1138,False
1139,True
1140,False
1141,True
1142,True
1143,False
1144,True
1145,False
1146,False
1147,True
1148,False
1149,False
1150,False
1151,False
1152,True
1153,False
1154,True
1155,False
1156,True
1157,False
1158,True
1159,False
1160,False
1161,False
1162,False
1163,True
1164,False
1165,False
1166,False
1167,False
1168,False
1169,True
1170,False
1171,False
1172,True
1173,False
1174,True
1175,False
1176,True
1177,False
1178,True
1179,False
1180,True
1181,True
1182,False
1183,True
1184,False
1185,True
1186,True
1187,False
1188,False
1189,True
1190,True
1191,True
1192,True
1193,False
1194,False
1195,False
1196,False
1197,False
1198,True
1199,True
1200,True
1201,True
1202,True
1203,True
1204,False
1205,True
1206,True
1207,False
1208,False
1209,True
1210,False
1211,True
1212,True
1213,False
1214,False
1215,False
1216,False
1217,False
1218,True
1219,False
1220,False
1221,False
1222,True
1223,False
1224,False
1225,False
1226,True
1227,False
1228,False
1229,True
1230,False
1231,False
1232,False
1233,False
1234,False
1235,False
1236,True
1237,True
1238,True
1239,False
1240,False
1241,False
1242,False
1243,False
1244,False
1245,False
1246,False
1247,False
1248,True
1249,False
1250,False
1251,True
1252,True
1253,False
1254,False
1255,False
1256,False
1257,False
1258,False
1259,False
1260,True
1261,True
1262,False
1263,False
1264,True
1265,True
1266,True
1267,True
1268,True
1269,True
1270,False
1271,False
1272,False
1273,True
1274,False
1275,True
1276,True
1277,False
1278,False
1279,True
1280,False
1281,False
1282,False
1283,False
1284,False
1285,False
1286,True
1287,True
1288,True
1289,False
1290,False
1291,True
1292,True
1293,False
1294,True
1295,True
1296,True
1297,True
1298,False
1299,True
1300,False
1301,True
1302,False
1303,False
1304,False
1305,True
1306,True
1307,True
1308,True
1309,True
1310,False
1311,False
1312,True
1313,True
1314,True
1315,True
1316,True
1317,False
1318,True
1319,True
1320,False
1321,True
1322,True
1323,True
1324,False
1325,True
1326,True
1327,False
1328,False
1329,True
1330,True
1331,True
1332,True
1333,True
1334,False
1335,True
1336,False
1337,False
1338,True
1339,False
1340,False
1341,False
1342,False
1343,False
1344,False
1345,True
1346,True
1347,False
1348,True
1349,False
1350,False
1351,True
1352,True
1353,False
1354,True
1355,True
1356,True
1357,True
1358,False
1359,True
1360,False
1361,False
1362,False
1363,False
1364,True
1365,False
1366,True
1367,False
1368,True
1369,False
1370,False
1371,False
1372,False
1373,False
1374,True
1375,True
1376,True
1377,True
1378,True
1379,True
1380,False
1381,False
1382,True
1383,False
1384,False
1385,True
1386,True
1387,True
1388,False
1389,False
1390,True
1391,False
1392,False
1393,True
1394,False
1395,True
1396,False
1397,False
1398,False
1399,True
1400,False
1401,True
1402,True
1403,True
1404,False
1405,False
1406,True
1407,True
1408,False
1409,False
1410,False
1411,False
1412,False
1413,True
1414,True
1415,True
1416,False
1417,False
1418,True
1419,False
1420,True
1421,False
1422,False
1423,True
1424,True
1425,False
1426,True
1427,False
1428,False
1429,False
1430,False
1431,True
1432,False
1433,True
1434,False
1435,False
1436,True
1437,True
1438,True
1439,True
1440,False
1441,True
1442,False
1443,False
1444,False
1445,False
1446,True
1447,False
1448,False
1449,True
1450,False
1451,False
1452,False
1453,False
1454,False
1455,False
1456,True
1457,True
1458,False
1459,False
1460,True
1461,False
1462,False
1463,False
1464,True
1465,False
1466,True
1467,False
1468,True
1469,True
1470,False
1471,True
1472,False
1473,False
1474,False
1475,True
1476,False
1477,False
1478,False
1479,True
1480,True
1481,True
1482,False
1483,True
1484,True
1485,False
1486,True
1487,False
1488,False
1489,True
1490,False
1491,True
1492,False
1493,False
1494,True
1495,True
1496,False
1497,True
1498,True
1499,False
1500,False
1501,False
1502,True
1503,False
1504,True
1505,True
1506,False
1507,True
1508,True
1509,True
1510,True
1511,False
1512,False
1513,False
1514,True
1515,False
1516,True
1517,False
1518,False
1519,True
1520,False
1521,False
1522,False
1523,True
1524,False
1525,True
1526,False
1527,True
1528,True
1529,False
1530,True
1531,False
1532,False
1533,False
1534,True
1535,True
1536,True
1537,False
1538,True
1539,False
1540,True
1541,False
1542,False
1543,False
1544,True
1545,False
1546,False
1547,False
1548,False
1549,False
1550,False
1551,True
1552,False
1553,True
1554,False
1555,True
1556,True
1557,True
1558,False
1559,False
1560,False
1561,True
1562,True
1563,False
1564,False
1565,True
1566,True
1567,True
1568,False
1569,False
1570,False
1571,True
1572,False
1573,False
1574,True
1575,False
1576,True
1577,False
1578,True
1579,False
1580,False
1581,True
1582,True
1583,True
1584,False
1585,False
1586,True
1587,True
1588,True
1589,True
1590,False
1591,True
1592,True
1593,True
1594,True
1595,False
1596,False
1597,False
1598,True
1599,False
1600,True
1601,True
1602,False
1603,True
1604,True
1605,False
1606,True
1607,True
1608,False
1609,False
1610,False
1611,False
1612,False
1613,True
1614,True
1615,False
1616,False
1617,False
1618,False
1619,False
1620,False
1621,False
1622,False
1623,True
1624,True
1625,False
1626,True
1627,True
1628,False
1629,False
1630,False
1631,True
1632,False
1633,False
1634,False
1635,False
1636,True
1637,False
1638,False
1639,False
1640,False
1641,True
1642,False
1643,True
1644,False
1645,True
1646,True
1647,False
1648,True
1649,False
1650,False
1651,False
1652,True
1653,False
1654,False
1655,False
1656,False
1657,False
1658,True
1659,True
1660,True
1661,True
1662,False
1663,False
1664,False
1665,True
1666,True
1667,False
1668,True
1669,False
1670,False
1671,True
1672,False
1673,True
1674,False
1675,True
1676,True
1677,True
1678,False
1679,False
1680,False
1681,True
1682,False
1683,True
1684,True
1685,False
1686,True
1687,True
1688,False
1689,False
1690,False
1691,True
1692,True
1693,True
1694,True
1695,True
1696,False
1697,False
1698,False
1699,True
1700,True
1701,False
1702,False
1703,False
1704,True
1705,False
1706,False
1707,False
1708,True
1709,True
1710,True
1711,True
1712,True
1713,False
1714,True
1715,True
1716,True
1717,True
1718,False
1719,False
1720,False
1721,False
1722,True
1723,False
1724,False
1725,False
1726,False
1727,False
1728,False
1729,True
1730,False
1731,False
1732,False
1733,True
1734,False
1735,False
1736,True
1737,False
1738,False
1739,False
1740,True
1741,True
1742,True
1743,False
1744,False
1745,False
1746,True
1747,False
1748,False
1749,True
1750,False
1751,False
1752,False
1753,False
1754,False
1755,False
1756,False
1757,False
1758,True
1759,True
1760,False
1761,False
1762,True
1763,False
1764,False
1765,False
1766,True
1767,True
1768,True
1769,True
1770,True
1771,False
1772,True
1773,False
1774,False
1775,False
1776,False
1777,True
1778,False
1779,True
1780,False
1781,False
1782,True
1783,False
1784,True
1785,True
1786,True
1787,False
1788,True
1789,True
1790,False
1791,False
1792,True
1793,False
1794,True
1795,False
1796,True
1797,False
1798,True
1799,True
1800,False
1801,False
1802,False
1803,True
1804,True
1805,False
1806,True
1807,True
1808,False
1809,False
1810,True
1811,True
1812,True
1813,True
1814,True
1815,False
1816,False
1817,True
1818,False
1819,False
1820,True
1821,False
1822,False
1823,True
1824,True
1825,True
1826,False
1827,True
1828,True
1829,False
1830,True
1831,True
1832,False
1833,False
1834,False
1835,True
1836,True
1837,False
1838,True
1839,False
1840,False
1841,False
1842,True
1843,False
1844,False
1845,False
1846,True
1847,True
1848,True
1849,False
1850,True
1851,True
1852,True
1853,True
1854,False
1855,True
1856,True
1857,True
1858,True
1859,True
1860,True
1861,True
1862,True
1863,True
1864,False
1865,True
1866,False
1867,True
1868,False
1869,True
1870,True
1871,False
1872,False
1873,False
1874,True
1875,False
1876,False
1877,False
1878,False
1879,False
1880,True
1881,False
1882,True
1883,True
1884,False
1885,False
1886,False
1887,False
1888,True
1889,False
1890,False
1891,False
1892,False
1893,True
1894,False
1895,False
1896,True
1897,True
1898,False
1899,False
1900,True
1901,True
1902,False
1903,False
1904,False
1905,True
1906,True
1907,False
1908,True
1909,True
1910,False
1911,False
1912,False
1913,True
1914,False
1915,True
1916,True
1917,True
1918,False
1919,False
1920,True
1921,False
1922,True
1923,False
1924,False
1925,True
1926,True
1927,False
1928,True
1929,True
1930,False
1931,True
1932,True
1933,False
1934,False
1935,False
1936,True
1937,False
1938,False
1939,False
1940,False
1941,False
1942,False
1943,True
1944,False
1945,False
1946,False
1947,True
1948,False
1949,False
1950,False
1951,False
1952,True
1953,False
1954,False
1955,True
1956,True
1957,True
1958,False
1959,True
1960,False
1961,True
1962,True
1963,False
1964,True
1965,True
1966,False
1967,False
1968,False
1969,False
1970,True
1971,True
1972,True
1973,True
1974,False
1975,True
1976,False
1977,False
1978,True
1979,False
1980,True
1981,True
1982,False
1983,True
1984,True
1985,False
1986,True
1987,False
1988,False
1989,False
1990,True
1991,True
1992,True
1993,True
1994,False
1995,True
1996,True
1997,True
1998,True
1999,False
2000,False
2001,False
2002,False
2003,False
2004,True
2005,False
2006,False
2007,False
2008,True
2009,True
2010,False
2011,True
2012,False
2013,False
2014,True
2015,True
2016,True
2017,False
2018,False
2019,False
2020,True
2021,False
2022,True
2023,False
2024,True
2025,True
2026,False
2027,False
2028,True
2029,False
2030,False
2031,False
2032,True
2033,False
2034,False
2035,True
2036,True
2037,False
2038,True
2039,False
2040,False
2041,False
2042,True
2043,True
2044,True
2045,False
2046,True
2047,True
2048,False
2049,False
2050,False
2051,True
2052,False
2053,False
2054,True
2055,True
2056,False
2057,True
2058,False
2059,True
2060,True
2061,False
2062,True
2063,False
2064,False
2065,False
2066,False
2067,True
2068,True
2069,True
2070,True
2071,False
2072,True
2073,False
2074,False
2075,False
2076,False
2077,False
2078,False
2079,True
2080,True
2081,True
2082,True
2083,False
2084,False
2085,True
2086,False
2087,True
2088,False
2089,False
2090,True
2091,True
2092,False
2093,True
2094,False
2095,True
2096,True
2097,False
2098,False
2099,True
2100,False
2101,False
2102,True
2103,True
2104,True
2105,False
2106,True
2107,False
2108,True
2109,True
2110,True
2111,False
2112,False
2113,True
2114,True
2115,False
2116,False
2117,True
2118,False
2119,True
2120,False
2121,False
2122,False
2123,False
2124,False
2125,False
2126,False
2127,True
2128,False
2129,False
2130,True
2131,True
2132,True
2133,True
2134,False
2135,True
2136,True
2137,True
2138,False
2139,False
2140,False
2141,False
2142,False
2143,False
2144,False
2145,False
2146,True
2147,False
2148,False
2149,True
2150,False
2151,False
2152,True
2153,True
2154,False
2155,True
2156,True
2157,False
2158,True
2159,True
2160,True
2161,False
2162,False
2163,True
2164,False
2165,False
2166,True
2167,False
2168,True
2169,True
2170,False
2171,False
2172,True
2173,False
2174,False
2175,False
2176,False
2177,False
2178,True
2179,True
2180,True
2181,True
2182,True
2183,False
2184,True
2185,False
2186,True
2187,False
2188,False
2189,False
2190,True
2191,True
2192,False
2193,False
2194,False
2195,True
2196,False
2197,False
2198,True
2199,True
2200,True
2201,False
2202,True
2203,False
2204,False
2205,True
2206,False
2207,True
2208,False
2209,True
2210,True
2211,True
2212,True
2213,True
2214,True
2215,False
2216,False
2217,True
2218,False
2219,True
2220,False
2221,False
2222,True
2223,True
2224,False
2225,True
2226,False
2227,False
2228,False
2229,True
2230,False
2231,False
2232,False
2233,True
2234,True
2235,True
2236,True
2237,True
2238,True
2239,False
2240,True
2241,False
2242,False
2243,False
2244,True
2245,False
2246,False
2247,False
2248,True
2249,False
2250,True
2251,False
2252,True
2253,False
2254,False
2255,False
2256,False
2257,True
2258,True
2259,False
2260,False
2261,True
2262,True
2263,True
2264,False
2265,False
2266,True
2267,False
2268,True
2269,False
2270,False
2271,False
2272,False
2273,False
2274,True
2275,True
2276,False
2277,False
2278,False
2279,False
2280,True
2281,False
2282,True
2283,True
2284,False
2285,True
2286,False
2287,False
2288,True
2289,False
2290,True
2291,False
2292,True
2293,True
2294,True
2295,False
2296,True
2297,False
2298,True
2299,False
2300,True
2301,False
2302,False
2303,False
2304,False
2305,False
2306,False
2307,True
2308,True
2309,False
2310,False
2311,True
2312,True
2313,False
2314,False
2315,True
2316,True
2317,True
2318,False
2319,True
2320,True
2321,False
2322,False
2323,False
2324,False
2325,True
2326,False
2327,True
2328,True
2329,False
2330,False
2331,True
2332,False
2333,True
2334,False
2335,True
2336,True
2337,False
2338,True
2339,True
2340,True
2341,False
2342,False
2343,True
2344,True
2345,False
2346,False
2347,False
2348,True
2349,False
2350,True
2351,True
2352,True
2353,True
2354,True
2355,False
2356,True
2357,False
2358,True
2359,True
2360,False
2361,True
2362,True
2363,True
2364,False
2365,True
2366,True
2367,True
2368,True
2369,False
2370,False
2371,False
2372,False
2373,False
2374,False
2375,True
2376,True
2377,False
2378,True
2379,False
2380,False
2381,True
2382,False
2383,True
2384,False
2385,False
2386,True
2387,True
2388,True
2389,False
2390,True
2391,False
2392,False
2393,True
2394,False
2395,True
2396,False
2397,False
2398,True
2399,True
2400,False
2401,False
2402,False
2403,False
2404,True
2405,True
2406,False
2407,True
2408,False
2409,False
2410,True
2411,False
2412,True
2413,False
2414,True
2415,True
2416,False
2417,True
2418,True
2419,True
2420,True
2421,True
2422,False
2423,False
2424,True
2425,True
2426,False
2427,False
2428,True
2429,False
2430,True
2431,True
2432,False
2433,True
2434,True
2435,False
2436,False
2437,True
2438,False
2439,False
2440,True
2441,True
2442,False
2443,False
2444,True
2445,False
2446,False
2447,False
2448,False
2449,False
2450,False
2451,False
2452,True
2453,False
2454,False
2455,True
2456,False
2457,False
2458,True
2459,False
2460,False
2461,False
2462,True
2463,True
2464,False
2465,False
2466,False
2467,True
2468,True
2469,True
2470,True
2471,True
2472,True
2473,True
2474,False
2475,True
2476,False
2477,True
2478,False
2479,False
2480,True
2481,True
2482,False
2483,False
2484,False
2485,False
2486,False
2487,True
2488,True
2489,False
2490,False
2491,False
2492,True
2493,True
2494,True
2495,False
2496,True
2497,True
2498,True
2499,True
2500,False
2501,True
2502,False
2503,False
2504,True
2505,True
2506,False
2507,False
2508,True
2509,False
2510,False
2511,True
2512,True
2513,True
2514,False
2515,True
2516,False
2517,True
2518,True
2519,False
2520,False
2521,False
2522,False
2523,False
2524,False
2525,False
2526,False
2527,True
2528,True
2529,True
2530,True
2531,True
2532,True
2533,False
2534,True
2535,True
2536,True
2537,False
2538,False
2539,True
2540,True
2541,True
2542,True
2543,True
2544,False
2545,False
2546,True
2547,False
2548,True
2549,True
2550,True
2551,True
2552,True
2553,True
2554,False
2555,True
2556,True
2557,False
2558,True
2559,False
2560,False
2561,False
2562,True
2563,False
2564,True
2565,False
2566,True
2567,False
2568,False
2569,True
2570,True
2571,True
2572,True
2573,True
2574,False
2575,False
2576,True
2577,False
2578,True
2579,False
2580,True
2581,True
2582,True
2583,True
2584,True
2585,True
2586,False
2587,False
2588,False
2589,True
2590,True
2591,False
2592,False
2593,True
2594,True
2595,True
2596,False
2597,True
2598,True
2599,True
2600,False
2601,True
2602,False
2603,False
2604,False
2605,False
2606,True
2607,False
2608,False
2609,True
2610,True
2611,False
2612,True
2613,True
2614,False
2615,False
2616,True
2617,False
2618,True
2619,False
2620,False
2621,False
2622,False
2623,False
2624,True
2625,True
2626,False
2627,False
2628,False
2629,False
2630,False
2631,True
2632,True
2633,False
2634,False
2635,True
2636,True
2637,False
2638,True
2639,True
2640,True
2641,False
2642,True
2643,True
2644,True
2645,True
2646,True
2647,False
2648,True
2649,False
2650,True
2651,False
2652,False
2653,False
2654,False
2655,True
2656,False
2657,False
2658,False
2659,False
2660,True
2661,True
2662,True
2663,False
2664,False
2665,True
2666,True
2667,True
2668,True
2669,True
2670,False
2671,True
2672,False
2673,False
2674,True
2675,True
2676,True
2677,False
2678,True
2679,True
2680,False
2681,False
2682,False
2683,False
2684,True
2685,True
2686,True
2687,False
2688,True
2689,False
2690,True
2691,False
2692,True
2693,False
2694,False
2695,True
2696,True
2697,False
2698,True
2699,False
2700,False
2701,True
2702,True
2703,False
2704,True
2705,False
2706,True
2707,True
2708,True
2709,True
2710,False
2711,True
2712,True
2713,True
2714,True
2715,False
2716,False
2717,True
2718,True
2719,True
2720,False
2721,False
2722,True
2723,False
2724,False
2725,False
2726,False
2727,False
2728,True
2729,False
2730,False
2731,False
2732,True
2733,True
2734,True
2735,False
2736,True
2737,False
2738,False
2739,True
2740,True
2741,True
2742,True
2743,True
2744,True
2745,True
2746,True
2747,True
2748,True
2749,True
2750,False
2751,True
2752,True
2753,True
2754,True
2755,True
2756,True
2757,True
2758,False
2759,True
2760,True
2761,True
2762,True
2763,False
2764,False
2765,True
2766,False
2767,True
2768,False
2769,False
2770,False
2771,True
2772,True
2773,False
2774,False
2775,True
2776,True
2777,True
2778,False
2779,True
2780,True
2781,False
2782,True
2783,True
2784,False
2785,True
2786,True
2787,True
2788,False
2789,False
2790,True
2791,False
2792,False
2793,True
2794,False
2795,True
2796,False
2797,True
2798,False
2799,False
2800,True
2801,False
2802,False
2803,False
2804,False
2805,False
2806,False
2807,False
2808,True
2809,False
2810,True
2811,True
2812,False
2813,False
2814,True
2815,True
2816,True
2817,True
2818,False
2819,False
2820,True
2821,False
2822,False
2823,False
2824,True
2825,True
2826,True
2827,True
2828,True
2829,True
2830,True
2831,True
2832,True
2833,True
2834,True
2835,True
2836,False
2837,True
2838,False
2839,False
2840,False
2841,True
2842,True
2843,True
2844,True
2845,False
2846,False
2847,False
2848,True
2849,False
2850,False
2851,True
2852,True
2853,True
2854,False
2855,False
2856,False
2857,False
2858,True
2859,True
2860,True
2861,False
2862,False
2863,True
2864,False
2865,False
2866,False
2867,False
2868,False
2869,False
2870,False
2871,False
2872,True
2873,False
2874,True
2875,False
2876,False
2877,True
2878,False
2879,True
2880,True
2881,True
2882,False
2883,False
2884,True
2885,True
2886,True
2887,True
2888,True
2889,True
2890,True
2891,True
2892,True
2893,False
2894,False
2895,True
2896,True
2897,True
2898,False
2899,True
2900,False
2901,False
2902,True
2903,True
2904,False
2905,True
2906,True
2907,True
2908,True
2909,True
2910,False
2911,True
2912,True
2913,True
2914,False
2915,True
2916,False
2917,True
2918,False
2919,False
2920,True
2921,True
2922,True
2923,False
2924,True
2925,False
2926,True
2927,True
2928,True
2929,True
2930,True
2931,False
2932,False
2933,True
2934,False
2935,False
2936,True
2937,False
2938,True
2939,False
2940,True
2941,False
2942,False
2943,False
2944,True
2945,True
2946,False
2947,True
2948,False
2949,False
2950,False
2951,False
2952,True
2953,True
2954,False
2955,True
2956,False
2957,False
2958,False
2959,False
2960,False
2961,True
2962,False
2963,False
2964,False
2965,True
2966,True
2967,True
2968,False
2969,False
2970,True
2971,True
2972,True
2973,True
2974,True
2975,False
2976,True
2977,False
2978,True
2979,False
2980,False
2981,True
2982,True
2983,True
2984,True
2985,False
2986,True
2987,False
2988,True
2989,True
2990,False
2991,False
2992,True
2993,False
2994,False
2995,False
2996,True
2997,False
